ablation_id,condition,generation_improvement_slope,library_efficiency,retention_score,forgetting,update_stability,diagnostic_reuse_rate,novel_diagnostic_yield
A26,cumulative,-0.027330266599966957,0.007835951538402016,1.008644343847654,0.010628074507335938,0.9963069249580525,0.5537385413864643,0.04567193605828396
A26,fresh,-0.033146011882374704,0.0,1.0,0.0,0.9963069249580525,,0.04567193605828396
A27,cumulative,-0.02893103505052419,0.009633165455915778,1.0132868197459306,0.007639093641862993,0.9963069249580525,0.5537385413864643,0.04567193605828396
A27,fresh,-0.03608065003733668,0.0,1.0,0.0,0.9963069249580525,,0.04567193605828396
A28,cumulative,-0.026969073389273346,0.010560072171861971,1.0105796098499475,0.0007814334139992773,0.9963069249580525,0.5537385413864643,0.04567193605828396
A28,fresh,-0.03183660665599097,0.0,1.0,0.0,0.9963069249580525,,0.04567193605828396
A29,cumulative,-0.026624494148464906,0.007149131925125418,1.0063776495442804,0.01596621812814114,0.9963069249580525,0.5537385413864643,0.04567193605828396
A29,fresh,-0.031930490499143926,0.0,1.0,0.0,0.9963069249580525,,0.04567193605828396
A3,cumulative,0.018033990649864162,0.03201318756778441,1.096056096457538,0.0,1.0,0.5537385413864643,
A3,fresh,-0.005725796998100829,0.0,1.0,0.0,1.0,,
A30,cumulative,-0.026624494148464906,0.007149131925125418,1.0063776495442804,0.01596621812814114,0.9963069249580525,0.5537385413864643,0.04567193605828396
A30,fresh,-0.031930490499143926,0.0,1.0,0.0,0.9963069249580525,,0.04567193605828396
A31,cumulative,-0.026624494148464906,2.7166701315476587,1.0063776495442804,0.01596621812814114,0.9963069249580525,0.5537385413864643,0.04567193605828396
A31,fresh,-0.031930490499143926,0.0,1.0,0.0,0.9963069249580525,,0.04567193605828396
A32,cumulative,-0.021925142263131636,0.014749250916089208,1.0137406505414288,0.0,0.9963069249580525,0.5537385413864643,0.04567193605828396
A32,fresh,-0.032871851927416595,0.0,1.0,0.0,0.9963069249580525,,0.04567193605828396
A33,cumulative,0.0,0.0,1.0,0.0,1.0,,
A33,fresh,0.0,0.0,1.0,0.0,1.0,,
A34,cumulative,-0.031930490499143926,0.0,1.0,0.0,0.9963069249580525,,0.04567193605828396
A34,fresh,-0.031930490499143926,0.0,1.0,0.0,0.9963069249580525,,0.04567193605828396
A35,cumulative,-0.02685384734680696,0.01666180316664441,1.008762340859452,0.004538349585818002,0.9963069249580525,0.5537385413864643,0.04567193605828396
A35,fresh,-0.031930490499143926,0.0,1.0,0.0,0.9963069249580525,,0.04567193605828396
A36,cumulative,-0.02685384734680696,0.020961623338681675,1.008762340859452,0.004538349585818002,0.9963069249580525,0.5537385413864643,0.04567193605828396
A36,fresh,-0.031930490499143926,0.0,1.0,0.0,0.9963069249580525,,0.04567193605828396
A37,cumulative,-0.02685384734680696,0.012741378892139842,1.008762340859452,0.004538349585818002,0.9963069249580525,0.5537385413864643,0.04567193605828396
A37,fresh,-0.031930490499143926,0.0,1.0,0.0,0.9963069249580525,,0.04567193605828396
A38,cumulative,-0.026624494148464906,0.007149131925125418,1.0063776495442804,0.01596621812814114,0.9963069249580525,0.5537385413864643,0.04567193605828396
A38,fresh,-0.031930490499143926,0.0,1.0,0.0,0.9963069249580525,,0.04567193605828396
A39,cumulative,-0.026624494148464906,0.007149131925125418,1.0063776495442804,0.01596621812814114,0.9963069249580525,0.5537385413864643,0.04567193605828396
A39,fresh,-0.031930490499143926,0.0,1.0,0.0,0.9963069249580525,,0.04567193605828396
A4,cumulative,-0.022065534573347534,0.011636945665911618,1.015173792762348,0.0,1.0,0.5537385413864643,
A4,fresh,-0.030702330184766313,0.0,1.0,0.0,1.0,,
A40,cumulative,-0.036186419927999425,-0.005734304914668461,0.9997935717417624,0.029732884794807624,0.9963069249580525,1.0,0.04567193605828396
A40,fresh,-0.031930490499143926,0.0,1.0,0.0,0.9963069249580525,,0.04567193605828396
A41,cumulative,-0.026624494148464906,0.007149131925125418,1.0063776495442804,0.01596621812814114,0.9963069249580525,0.5537385413864643,0.04567193605828396
A41,fresh,-0.031930490499143926,0.0,1.0,0.0,0.9963069249580525,,0.04567193605828396
A42,cumulative,-0.026967098412999213,0.009774064415792667,1.0100095119375163,0.01596621812814114,0.9963069249580525,0.5537385413864643,0.04567193605828396
A42,fresh,-0.031930490499143926,0.0,1.0,0.0,0.9963069249580525,,0.04567193605828396
A43,cumulative,-0.02604001069734535,0.007936646469791765,1.0069129054277157,0.012666741851341201,0.9963069249580525,0.5537385413864643,0.04567193605828396
A43,fresh,-0.031930490499143926,0.0,1.0,0.0,0.9963069249580525,,0.04567193605828396
A44,cumulative,-0.028154032785149774,0.007552915427988305,1.0027925462734857,0.023800917524854137,0.9963069249580525,0.5498876090421363,0.04567193605828396
A44,fresh,-0.031930490499143926,0.0,1.0,0.0,0.9963069249580525,,0.04567193605828396
A45,cumulative,-0.030507963707493757,0.0019166676771707545,1.0034167570424237,0.02078388403203124,0.9963069249580525,0.2574519309669835,0.04567193605828396
A45,fresh,-0.031930490499143926,0.0,1.0,0.0,0.9963069249580525,,0.04567193605828396
A46,cumulative,-0.028073687606781805,0.005196534423393174,1.002960892501857,0.0003333333333332966,0.9963069249580525,0.2909485658643055,0.04567193605828396
A46,fresh,-0.031930490499143926,0.0,1.0,0.0,0.9963069249580525,,0.04567193605828396
A47,cumulative,-0.03190382383247725,3.592982456141451e-05,1.0,0.0,0.9963069249580525,0.005338044555175338,0.04567193605828396
A47,fresh,-0.031930490499143926,0.0,1.0,0.0,0.9963069249580525,,0.04567193605828396
A48,cumulative,-0.026624494148464906,0.0001658123859587194,1.0063776495442804,0.01596621812814114,0.9963069249580525,0.5537385413864643,0.04567193605828396
A48,fresh,-0.031930490499143926,0.0,1.0,0.0,0.9963069249580525,,0.04567193605828396
A49,cumulative,-0.026624494148464906,0.007149131925125418,1.0063776495442804,0.01596621812814114,0.9963069249580525,0.5537385413864643,0.04567193605828396
A49,fresh,-0.031930490499143926,0.0,1.0,0.0,0.9963069249580525,,0.04567193605828396
A5,cumulative,-0.026624494148464906,0.008182741360083309,1.0063776495442804,0.01596621812814114,1.0,0.5537385413864643,
A5,fresh,-0.031930490499143926,0.0,1.0,0.0,1.0,,
A6,cumulative,-0.026624494148464906,0.007149131925125418,1.0063776495442804,0.01596621812814114,0.9963069249580525,0.5537385413864643,0.04567193605828396
A6,fresh,-0.031930490499143926,0.0,1.0,0.0,0.9963069249580525,,0.04567193605828396
A7,cumulative,-0.02054269927417368,0.009900390226618889,1.012882845874974,0.002504139139781314,0.9963069249580525,0.5537385413864643,0.04567193605828396
A7,fresh,-0.027890645145492388,0.0,1.0,0.0,0.9963069249580525,,0.04567193605828396
A8,cumulative,-0.026624494148464906,0.007463379482273788,1.0063776495442804,0.01596621812814114,0.9963069249580525,0.5537385413864643,0.04567193605828396
A8,fresh,-0.031930490499143926,0.0,1.0,0.0,0.9963069249580525,,0.04567193605828396
A9,cumulative,-0.026624494148464906,0.010136828849058428,1.0063776495442804,0.01596621812814114,0.9963069249580525,0.5537385413864643,0.04567193605828396
A9,fresh,-0.031930490499143926,0.0,1.0,0.0,0.9963069249580525,,0.04567193605828396
